x,y,Name,description,Fotografie stavu,Fotografie detail,Přítok,Číslo komunikace,Hloubka přítoku,Katastrální území,Stav uzlu,Hloubka odtoku,Hloubka uzlu,Objednatel,Rozměr odtoku,Tvar poklopu,Označení zakázky,Stranové umístění,Datum dokumentace,Stupadla,Materiál odtoku,Přípojky stěna,Přípojky dno počet,Rozměr poklopu,Napojení,Odtok,Rozměr přítoku,Materiál uzlu,Fotografie polohy,Rám a poklop,Vodoprávní úřad,Materiál přítoku,Poloha uzlu,Kraj,Správce uzlu,Označení stoky,Poznámka,Číslo uzlu,Typ uzlu
15.2663289436457,50.120013390314,D11S049016S,,Pravy_01~files/IMG19627.jpg,Pravy_01~files/IMG29628.jpg,2hod,D11,"2,47m",Dobšice u Žehuně,dobrý,"2,47m","2,47m",SSÚD 11 Pravy,DN600,kulatý,"49,000-86,500km",střed,09/10/19,PVC 5ks,-,2ks,2ks,600mm,"5hod a 11hod DN300,12hod DN200,2hod DN150",8hod,DN600,beton,Pravy_01~files/IMG09626.jpg,litina,Kolín,-,střed tělesa,Středočeský,SSÚD 11 Pravy,-,-,D11S049016S,vstupní šachta
