x,y,Name,description,Fotografie stavu,Přítok,Číslo komunikace,Katastrální území,Stav uzlu,Fotografie polohy,Objednatel,typ DUN,Označení zakázky,Stranové umístění,Datum dokumentace,Fotografie detail,Materiál odtoku,Napojení,Poznámka,Odtok,Materiál uzlu,Vodoprávní úřad,Materiál přítoku,Rozměr uzlu,Poloha uzlu,Kraj,Správce uzlu,Označení stoky,Číslo uzlu,Typ uzlu
15.47888073655937,50.13017618200262,D11Z064710PS,,Pravy_01~files/IMG3118847.jpg,2hod,D11,Klamoš,dobrý,Pravy_01~files/IMG2918846.jpg,SSÚD 11 Pravy,uzavřená,"49,000-86,500km",pravá,11/05/19,Pravy_01~files/IMG3218848.jpg,beton,-,-,8hod,beton,Hradec Králové,beton,-,v břehu tělesa,Královéhradecký,SSÚD 11 Pravy,-,D11Z064710PS,10 - dešťová usazovací nádrž
