x,y,Name,description,Fotografie stavu,Přítok,Číslo komunikace,Katastrální území,Stav uzlu,Fotografie polohy,Objednatel,Označení zakázky,Stranové umístění,Datum dokumentace,Fotografie detail,Materiál odtoku,Napojení,Poznámka,Odtok,Materiál uzlu,Vodoprávní úřad,Materiál přítoku,Rozměr uzlu,Poloha uzlu,Kraj,Správce uzlu,Označení stoky,Číslo uzlu,Typ uzlu
15.6974043841574,50.1370360791567,D11Z080840PS,,Pravy_01~files/IMG3620851.jpg,11hod,D11,Osice,dobrý,Pravy_01~files/IMG3520850.jpg,SSÚD 11 Pravy,"49,000-86,500km",pravá,11/12/19,Pravy_01~files/IMG3720852.jpg,plast,-,-,5hod,beton,Hradec Králové,-,-,ve volném terénu,Královéhradecký,SSÚD 11 Pravy,-,D11Z080840PS,14 - odlučovač ropných látek
