x,y,Name,description,Fotografie stavu,Přítok,Číslo komunikace,Katastrální území,Stav uzlu,Hloubka uzlu,Objednatel,Označení zakázky,Stranové umístění,Datum dokumentace,Fotografie detail,Materiál odtoku,Napojení,Poznámka,Odtok,Materiál uzlu,Fotografie polohy,Vodoprávní úřad,Materiál přítoku,Rozměr uzlu,Poloha uzlu,Kraj,Správce uzlu,Označení stoky,Číslo uzlu,Typ uzlu
15.28195401228264,50.12154571107438,D11Z050158PS,,Pravy_01~files/IMG3117871.jpg,3hod a 9hod,D11,Dobšice u Žehuně,dobrý,"0,28m",SSÚD 11 Pravy,"49,000-86,500km",pravá,11/04/19,Pravy_01~files/IMG3217872.jpg,plast,-,-,12hod,beton,Pravy_01~files/IMG2917870.jpg,Kolín,betonové žlabovnice,1000x1600mm,v břehu tělesa,Středočeský,SSÚD 11 Pravy,-,D11Z050158PS,11 - sedimentační jímka
