x,y,Name,description,Fotografie stavu,Číslo komunikace,Katastrální území,Stav uzlu,Fotografie polohy,Objednatel,Označení zakázky,Stranové umístění,Datum dokumentace,Fotografie detail,Materiál odtoku,Správce uzlu,Poznámka,Odtok,Materiál uzlu,Vodoprávní úřad,Materiál přítoku,Přítoky,Rozměr uzlu,Poloha uzlu,Kraj,Označení stoky,Číslo uzlu,Typ uzlu
15.4600259235539,50.1283050235804,D11V063345PS,,Pravy_01~files/IMG3118750.jpg,D11,Lučice u Chlumce nad Cidlinou,dobrý,Pravy_01~files/IMG2918749.jpg,SSÚD 11 Pravy,"49,000-86,500km",pravá,11/05/19,Pravy_01~files/IMG3218751.jpg,plast,SSÚD 11 Pravy,odvodnění mostu,3hod,beton,Hradec Králové,-,-,DN300,v krajnici,Královéhradecký,-,D11V063345PS,13 - vtokový objekt
