x,y,Name,description,Fotografie stavu,Přítok,Číslo komunikace,Katastrální území,Stav uzlu,Fotografie polohy,Objednatel,Označení zakázky,Stranové umístění,Datum dokumentace,Fotografie detail,Materiál odtoku,Správce uzlu,Poznámka,Odtok,Materiál uzlu,Vodoprávní úřad,Materiál přítoku,Rozměr uzlu,Poloha uzlu,Kraj,Označení stoky,Číslo uzlu,Typ uzlu
15.30122135608588,50.12128314082703,D11V051539PS,,Pravy_01~files/IMG3117924.jpg,6hod,D11,Polní Chrčice,dobrý,Pravy_01~files/IMG2917923.jpg,SSÚD 11 Pravy,"49,000-86,500km",pravá,11/04/19,Pravy_01~files/IMG3217925.jpg,dlážděný žlab/koryto,SSÚD 11 Pravy,-,12hod,beton,Kolín,plast,DN220,v břehu tělesa,Středočeský,-,D11V051539PS,12 - výustní objekt
