x,y,Name,description,Fotografie polohy,Fotografie stavu,Objednatel,Kraj,Rozměr uzlu,Materiál uzlu,Číslo komunikace,Fotografie detail,Označení zakázky,Stranové umístění,Datum dokumentace,Vodoprávní úřad,Materiál přítoku,Stav uzlu,Katastrální území,Materiál odtoku,Číslo uzlu,Správce uzlu,Poznámka,Typ uzlu
15.29608492097216,50.12074504199887,D11P051170PS,,Pravy_01~files/IMG2917910.jpg,Pravy_01~files/IMG3217911.jpg,SSÚD 11 Pravy,Středočeský,1700x1900mm,beton,D11,Pravy_01~files/IMG3117912.jpg,"49,000-86,500km",pravá,11/04/19,Kolín,dlážděný žlab/koryto,dobrý,Polní Chrčice,dlážděný žlab/koryto,D11P051170PS,SSÚD 11 Pravy,-,1 - propustek
