x,y,Name,description,Fotografie stavu,Číslo komunikace,Stav vpusti,Katastrální území,Správce uzlu,Poloha vpusti,Fotografie polohy,Objednatel,Rozměr odtoku,Označení zakázky,Stranové umístění,Materiál odtoku,Rám a poklop,Datum dokumentace,Napojení,Poznámka,Odtok,Materiál uzlu,Fotografie detail,Osazeno lapačem,Typ uzlu,Hloubka vpusti,Kraj,Materiál lapače,Označení stoky,Stav lapače,Číslo uzlu,Vodoprávní úřad
15.2663917307701,50.1200337764304,D11U049020SL,,-,D11,neurčeno,Dobšice u Žehuně,SSÚD 11 Pravy,střed tělesa,Pravy_01~files/IMG09624.jpg,SSÚD 11 Pravy,-,"49,000-86,500km",střed,-,litina,09/10/19,2hod a 8hod žlab,nelze otevřít,-,neurčeno,Pravy_01~files/IMG19625.jpg,Osazeno,uliční vpust,-,Středočeský,pozink,-,dobrý,D11U049020SL,Kolín
